 N� do im�vel;UF;Cidade;Bairro;Endere�o;Pre�o;Valor de avalia��o;Desconto;Descri��o;Modalidade de venda;Link de acesso
1500000000082;GO;ANAPOLIS;CIDADE JARDIM;Rua Dezessete, N. SN, LT 30, QD 27;150.000,00;190.000,00;21.05;Lote, 220.00 de área do terreno, com estrutura de fundação.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000082
1500000000083;GO;RIO VERDE;PARQUE DOS BURITIS;Rua dos Jatobás, N. 10, CS 31, LT 28;210.000,00;260.000,00;19.23;Casa, 100.00 de área privativa, 200.00 de área do terreno, 3 qto(s), área de lazer privativa.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000083
1500000000084;GO;APARECIDA DE GOIANIA;SETOR GARAVELO;Rua 8, N. 50, Apto 701, RES. GARAVELO PARK;220.000,00;270.000,00;18.46;Apartamento, 55.00 de área privativa, 2 qto(s), perto de supermercado.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000084
1500000000085;GO;GOIANIA;SETOR CENTRAL;Rua 4, N. 100, Apto 1805, ED. CENTRAL PARK;350.000,00;440.000,00;20.45;Apartamento, 75.00 de área privativa, 2 qto(s), varanda, vista livre.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000085
1500000000086;GO;GOIANIA;VILA ALPES;Rua L-15, N. SN, Apto 502, RES. VILA NOVA;240.000,00;300.000,00;20.00;Apartamento, 60.00 de área privativa, 2 qto(s), lazer básico.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000086
1500000000087;GO;ANAPOLIS;VILA FABRIL;Rua Trinta, N. 120, CS 32, LT 29;160.000,00;200.000,00;20.00;Casa, 85.00 de área privativa, 160.00 de área do terreno, 2 qto(s), murada e gradeada.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000087
1500000000088;GO;RIO VERDE;SETOR PRIMAVERA;Rua dos Cravos, N. SN, LT 33, QD 30;100.000,00;125.000,00;20.00;Lote, 250.00 de área do terreno, com IPTU em dia.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000088
1500000000089;GO;APARECIDA DE GOIANIA;SETOR MORADA DOS PAINÉIS;Rua X-3, N. 10, CS 34, LT 31;190.000,00;240.000,00;20.83;Casa, 90.00 de área privativa, 180.00 de área do terreno, 3 qto(s), bom acabamento.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000089
1500000000090;GO;GOIANIA;SETOR BUENO;Rua T-36, N. SN, Apto 1801, ED. BUENO VISTA;550.000,00;680.000,00;19.12;Apartamento, 88.00 de área privativa, 3 qto(s), suíte, 2 vagas, lazer completo.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000090
1500000000091;GO;LUZIANIA;JARDIM AMERICA;Rua W, N. 10, Apto 604, RES. LUZIÂNIA;140.000,00;175.000,00;20.00;Apartamento, 50.00 de área privativa, 2 qto(s), 1 vaga, pronto para morar.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000091
1500000000092;GO;GOIANIA;SETOR AEROPORTO;Rua 3, N. 10, LT 35, QD 32;210.000,00;260.000,00;19.23;Terreno, 300.00 de área do terreno, com potencial comercial.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000092
1500000000093;GO;GOIANIA;SETOR OESTE;Rua 13, N. 200, Apto 1201, ED. JARDIM SUL;350.000,00;440.000,00;20.45;Apartamento, 78.00 de área privativa, 2 qto(s), suíte, lazer.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000093
1500000000094;GO;ANAPOLIS;VILA SANTA MARIA DE NAZARE;Rua Doze, N. SN, Apto 302, RES. NAZARÉ;180.000,00;220.000,00;18.18;Apartamento, 55.00 de área privativa, 2 qto(s), 1 vaga.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000094
1500000000095;GO;RIO VERDE;BAIRRO JARDIM MONTE VERDE;Rua dos Eucaliptos, N. 15, CS 36, LT 33;240.000,00;300.000,00;20.00;Casa, 115.00 de área privativa, 240.00 de área do terreno, 3 qto(s), edícula.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000095
1500000000096;GO;APARECIDA DE GOIANIA;SETOR CIDADE LIVRE;Rua Quinze, N. 50, Apto 1002, ED. LIBERDADE;210.000,00;260.000,00;19.23;Apartamento, 60.00 de área privativa, 2 qto(s), varanda, lazer básico.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000096
1500000000097;GO;GOIANIA;SETOR JARDIM GOIAS;Rua 46, N. 100, Apto 2004, ED. JARDIM EUROPA;580.000,00;720.000,00;19.44;Apartamento, 98.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000097
1500000000098;GO;GOIANIA;SETOR SUL;Rua 89, N. SN, LT 37, QD 34;300.000,00;370.000,00;18.92;Terreno, 350.00 de área do terreno, plano, murado.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000098
1500000000099;GO;ANAPOLIS;VILA SANTA CATARINA;Rua Santa Rita, N. 20, CS 38, LT 35;170.000,00;210.000,00;19.05;Casa, 85.00 de área privativa, 160.00 de área do terreno, 2 qto(s), bom estado.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000099
1500000000100;GO;RIO VERDE;BAIRRO VILA AMERICANA;Rua Vinte e Três, N. 50, Apto 401, RES. AMERICANA;200.000,00;250.000,00;20.00;Apartamento, 55.00 de área privativa, 2 qto(s), 1 vaga.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000100
1500000000101;GO;GOIANIA;SETOR BUENO;Rua T-30, N. 120, Apto 1601, ED. SUPREME;510.000,00;630.000,00;19.12;Apartamento, 75.00 de área privativa, 2 qto(s), suíte, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000101
1500000000102;GO;APARECIDA DE GOIANIA;PARQUE AMAZONIA;Avenida T-4, N. 600, CS 39, LT 36;260.000,00;320.000,00;18.75;Casa, 100.00 de área privativa, 200.00 de área do terreno, 3 qto(s), reformada.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000102
1500000000103;GO;ANAPOLIS;CENTRO;Rua Oito, N. SN, LT 40, QD 37;180.000,00;225.000,00;20.00;Terreno, 250.00 de área do terreno, com potencial comercial.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000103
1500000000104;GO;RIO VERDE;BAIRRO POPULAR;Rua Z, N. 10, Apto 502, RES. POPULAR VILLE;170.000,00;210.000,00;19.05;Apartamento, 50.00 de área privativa, 2 qto(s), 1 vaga.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000104
1500000000105;GO;LUZIANIA;SETOR CENTRAL;Rua Doutor, N. SN, CS 41, LT 38;120.000,00;150.000,00;20.00;Casa, 65.00 de área privativa, 120.00 de área do terreno, 2 qto(s), forro PVC.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000105
1500000000106;GO;GOIANIA;SETOR MARISTA;Rua 146, N. 300, Apto 2003, ED. SUNSET;620.000,00;770.000,00;19.50;Apartamento, 90.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000106
1500000000107;GO;GOIANIA;SETOR OESTE;Rua 3, N. 50, LT 42, QD 39;390.000,00;490.000,00;20.41;Terreno, 400.00 de área do terreno, comercial, de esquina.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000107
1500000000108;GO;APARECIDA DE GOIANIA;VILA BRASILIA;Rua Nove, N. 10, CS 43, LT 40;160.000,00;200.000,00;20.00;Casa, 80.00 de área privativa, 150.00 de área do terreno, 2 qto(s), murada e gradeada.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000108
1500000000109;GO;GOIANIA;SETOR NOVA SUIÇA;Avenida T-63, N. SN, Apto 2501, ED. MAJESTIC;580.000,00;720.000,00;19.44;Apartamento, 85.00 de área privativa, 3 qto(s), suíte, varanda gourmet.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000109
1500000000110;GO;ANAPOLIS;VILA VITORIA;Rua Dez, N. 5, Apto 103, RES. ANAPOLIS VILLE;200.000,00;250.000,00;20.00;Apartamento, 50.00 de área privativa, 2 qto(s), lazer básico.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000110
1500000000111;GO;RIO VERDE;VILA MARIA;Rua Cinco, N. SN, LT 44, QD 41;110.000,00;140.000,00;21.43;Terreno, 240.00 de área do terreno, em aclive.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000111
1500000000112;GO;APARECIDA DE GOIANIA;SETOR JARDIM OLIMPO;Rua O-2, N. 50, CS 45, LT 42;210.000,00;260.000,00;19.23;Casa, 95.00 de área privativa, 180.00 de área do terreno, 3 qto(s), murada.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000112
1500000000113;GO;GOIANIA;SETOR BUENO;Rua T-50, N. 100, Apto 1204, ED. CLASSIC;450.000,00;560.000,00;19.64;Apartamento, 70.00 de área privativa, 2 qto(s), suíte, armários.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000113
1500000000114;GO;GOIANIA;PARQUE AMAZONIA;Avenida T-6, N. SN, Apto 801, RES. VEREDA;290.000,00;360.000,00;19.44;Apartamento, 65.00 de área privativa, 2 qto(s), varanda, lazer completo.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000114
1500000000115;GO;ANAPOLIS;VILA INDUSTRIAL;Rua Quatorze, N. 50, CS 46, LT 43;150.000,00;185.000,00;18.92;Casa, 75.00 de área privativa, 140.00 de área do terreno, 2 qto(s), forro PVC.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000115
1500000000116;GO;RIO VERDE;BAIRRO JARDIM PRESIDENTE;Rua Oito, N. 30, LT 47, QD 44;120.000,00;150.000,00;20.00;Lote, 250.00 de área do terreno, próximo a avenida.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000116
1500000000117;GO;APARECIDA DE GOIANIA;SETOR PARQUE FLAMBOYANT;Rua T-7, N. SN, CS 48, LT 45;180.000,00;220.000,00;18.18;Casa, 85.00 de área privativa, 160.00 de área do terreno, 2 qto(s), reformada.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000117
1500000000118;GO;GOIANIA;SETOR ALTO DA GLORIA;Rua T-8, N. 100, Apto 2702, ED. GLORIA TOWER;720.000,00;900.000,00;20.00;Apartamento, 115.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas, alto padrão.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000118
1500000000119;GO;LUZIANIA;SETOR MANDUCA;Rua Onze, N. SN, CS 49, LT 46;130.000,00;160.000,00;18.75;Casa, 70.00 de área privativa, 140.00 de área do terreno, 2 qto(s), forro PVC.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000119
1500000000120;GO;GOIANIA;SETOR AEROPORTO;Rua 4, N. 50, Apto 1403, RES. BRASILIA;380.000,00;470.000,00;19.15;Apartamento, 80.00 de área privativa, 2 qto(s), suíte, reformado.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000120
1500000000121;GO;GOIANIA;SETOR SERRINHA;Rua C-257, N. SN, Apto 101, RES. SERRINHA;400.000,00;500.000,00;20.00;Apartamento, 78.00 de área privativa, 3 qto(s), suíte, lazer.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000121
1500000000122;GO;ANAPOLIS;CIDADE JARDIM;Rua Dezoito, N. 100, CS 50, LT 47;200.000,00;250.000,00;20.00;Casa, 100.00 de área privativa, 200.00 de área do terreno, 3 qto(s), edícula.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000122
1500000000123;GO;RIO VERDE;PARQUE DOS BURITIS;Rua dos Flamboyants, N. 50, Apto 901, RES. RIO VILLE;260.000,00;330.000,00;21.21;Apartamento, 62.00 de área privativa, 2 qto(s), varanda fechada.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000123
1500000000124;GO;APARECIDA DE GOIANIA;SETOR GARAVELO;Rua 10, N. SN, LT 51, QD 48;150.000,00;185.000,00;18.92;Terreno, 280.00 de área do terreno, plano, murado.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000124
1500000000125;GO;GOIANIA;SETOR CENTRAL;Rua 20, N. 50, Apto 1505, ED. CENTRAL;330.000,00;410.000,00;19.51;Apartamento, 70.00 de área privativa, 2 qto(s), varanda.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000125
1500000000126;GO;GOIANIA;VILA ALPES;Rua L-20, N. 10, CS 52, LT 49;280.000,00;350.000,00;20.00;Casa, 100.00 de área privativa, 200.00 de área do terreno, 3 qto(s), quintal.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000126
1500000000127;GO;ANAPOLIS;VILA FABRIL;Rua Trinta e Cinco, N. SN, Apto 701, RES. VILA NOVA;190.000,00;240.000,00;20.83;Apartamento, 50.00 de área privativa, 2 qto(s), perto de comércio.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000127
1500000000128;GO;RIO VERDE;SETOR PRIMAVERA;Rua das Hortênsias, N. 50, LT 53, QD 50;140.000,00;175.000,00;20.00;Lote, 260.00 de área do terreno, de esquina.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000128
1500000000129;GO;APARECIDA DE GOIANIA;SETOR MORADA DOS PAINÉIS;Rua X-5, N. SN, Apto 1504, ED. VISÃO;280.000,00;350.000,00;20.00;Apartamento, 68.00 de área privativa, 2 qto(s), suíte, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000129
1500000000130;GO;GOIANIA;SETOR BUENO;Rua T-5, N. 300, Apto 2005, ED. JARDIM SUL;540.000,00;670.000,00;19.40;Apartamento, 85.00 de área privativa, 3 qto(s), suíte, 2 vagas.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000130
1500000000131;GO;LUZIANIA;JARDIM AMERICA;Rua Y, N. SN, CS 54, LT 51;150.000,00;185.000,00;18.92;Casa, 75.00 de área privativa, 150.00 de área do terreno, 2 qto(s), sem garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000131
1500000000132;GO;GOIANIA;SETOR AEROPORTO;Rua 5, N. 100, Apto 1802, RES. RIO GRANDE;360.000,00;450.000,00;20.00;Apartamento, 75.00 de área privativa, 2 qto(s), suíte, reformado.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000132
1500000000133;GO;GOIANIA;SETOR OESTE;Rua 23, N. SN, CS 55, LT 52;320.000,00;400.000,00;20.00;Casa, 115.00 de área privativa, 220.00 de área do terreno, 3 qto(s), murada.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000133
1500000000134;GO;ANAPOLIS;VILA SANTA MARIA DE NAZARE;Rua Santa Rita, N. SN, LT 56, QD 53;120.000,00;150.000,00;20.00;Lote, 250.00 de área do terreno, com leve declive.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000134
1500000000135;GO;RIO VERDE;BAIRRO JARDIM MONTE VERDE;Rua das Acácias, N. 100, Apto 502, RES. VERDE VILLE;230.000,00;285.000,00;19.30;Apartamento, 58.00 de área privativa, 2 qto(s), lazer básico.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000135
1500000000136;GO;APARECIDA DE GOIANIA;SETOR CIDADE LIVRE;Rua Vinte, N. 10, CS 57, LT 54;180.000,00;220.000,00;18.18;Casa, 85.00 de área privativa, 160.00 de área do terreno, 2 qto(s), com forro PVC.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000136
1500000000137;GO;GOIANIA;SETOR JARDIM GOIAS;Rua 60, N. 10, Apto 2501, ED. GARDEN PLACE;600.000,00;750.000,00;20.00;Apartamento, 105.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000137
1500000000138;GO;GOIANIA;SETOR SUL;Rua 87, N. 50, Apto 1003, ED. GAMA;310.000,00;380.000,00;18.42;Apartamento, 70.00 de área privativa, 2 qto(s), suíte, varanda.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000138
1500000000139;GO;ANAPOLIS;VILA SANTA CATARINA;Rua Santa Rita, N. SN, LT 58, QD 55;110.000,00;135.000,00;18.52;Terreno, 200.00 de área do terreno, próximo a avenida.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000139
1500000000140;GO;RIO VERDE;BAIRRO VILA AMERICANA;Rua Vinte e Cinco, N. 10, CS 59, LT 56;170.000,00;210.000,00;19.05;Casa, 80.00 de área privativa, 150.00 de área do terreno, 2 qto(s), com laje.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000140
1500000000141;GO;APARECIDA DE GOIANIA;SETOR JARDIM OLIMPO;Rua O-4, N. SN, Apto 1803, ED. JARDIM SUL;270.000,00;330.000,00;18.18;Apartamento, 65.00 de área privativa, 2 qto(s), varanda ampla.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000141
1500000000142;GO;GOIANIA;SETOR MARISTA;Rua 139, N. 50, Apto 3001, ED. MARISTA PLACE;850.000,00;1.050.000,00;19.05;Apartamento, 130.00 de área privativa, 4 qto(s), 3 suítes, 3 vagas, alto padrão.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000142
1500000000143;GO;LUZIANIA;SETOR CENTRAL;Rua Dezenove de Fevereiro, N. SN, LT 60, QD 57;100.000,00;125.000,00;20.00;Terreno, 180.00 de área do terreno, plano.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000143
1500000000144;GO;GOIANIA;SETOR OESTE;Rua 7, N. 50, Apto 1605, ED. JARDIM SUL;360.000,00;450.000,00;20.00;Apartamento, 78.00 de área privativa, 2 qto(s), suíte, lazer completo.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000144
1500000000145;GO;GOIANIA;SETOR BUENO;Rua T-6, N. 100, CS 61, LT 58;450.000,00;560.000,00;19.64;Casa, 140.00 de área privativa, 300.00 de área do terreno, 3 qto(s), 2 vagas.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000145
1500000000146;GO;ANAPOLIS;VILA INDUSTRIAL;Rua Vinte, N. SN, Apto 801, RES. INDUSTRIAL;200.000,00;250.000,00;20.00;Apartamento, 55.00 de área privativa, 2 qto(s), lazer básico.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000146
1500000000147;GO;RIO VERDE;BAIRRO JARDIM PRESIDENTE;Rua Dez, N. 10, CS 62, LT 59;230.000,00;285.000,00;19.30;Casa, 110.00 de área privativa, 220.00 de área do terreno, 3 qto(s), reformada.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000147
1500000000148;GO;APARECIDA DE GOIANIA;SETOR PARQUE FLAMBOYANT;Rua T-9, N. SN, LT 63, QD 60;160.000,00;200.000,00;20.00;Terreno, 300.00 de área do terreno, murado em 2 lados.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000148
1500000000149;GO;GOIANIA;SETOR ALTO DA GLORIA;Rua T-10, N. 200, Apto 1402, ED. GOLDEN PLACE;650.000,00;820.000,00;20.73;Apartamento, 100.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000149
1500000000150;GO;GOIANIA;SETOR AEROPORTO;Rua 6, N. SN, Apto 1801, RES. PORTUGAL;340.000,00;420.000,00;19.05;Apartamento, 70.00 de área privativa, 2 qto(s), suíte, perto de hospital.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000150
1500000000151;GO;LUZIANIA;SETOR MANDUCA;Rua Quinze, N. 50, CS 64, LT 61;140.000,00;175.000,00;20.00;Casa, 75.00 de área privativa, 150.00 de área do terreno, 2 qto(s), bom estado.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000151
1500000000152;GO;GOIANIA;SETOR SERRINHA;Rua C-259, N. 10, LT 65, QD 62;190.000,00;240.000,00;20.83;Terreno, 320.00 de área do terreno, plano.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000152
1500000000153;GO;GOIANIA;SETOR CENTRAL;Rua 25, N. SN, Apto 802, ED. BANDEIRANTES;300.000,00;370.000,00;18.92;Apartamento, 65.00 de área privativa, 2 qto(s), varanda fechada.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000153
1500000000154;GO;ANAPOLIS;CIDADE JARDIM;Rua Dezenove, N. 80, Apto 1504, RES. JARDIM NORTE;250.000,00;310.000,00;19.35;Apartamento, 60.00 de área privativa, 2 qto(s), 1 vaga, lazer básico.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000154
1500000000155;GO;RIO VERDE;PARQUE DOS BURITIS;Rua das Paineiras, N. 20, CS 66, LT 63;220.000,00;270.000,00;18.52;Casa, 105.00 de área privativa, 200.00 de área do terreno, 3 qto(s), edícula.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000155
1500000000156;GO;APARECIDA DE GOIANIA;SETOR GARAVELO;Rua 12, N. SN, Apto 901, RES. SOL NASCENTE;240.000,00;300.000,00;20.00;Apartamento, 60.00 de área privativa, 2 qto(s), lazer completo.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000156
1500000000157;GO;GOIANIA;SETOR NOVA SUIÇA;Rua C-269, N. 100, Apto 2203, ED. SUNRISE;500.000,00;620.000,00;19.35;Apartamento, 80.00 de área privativa, 3 qto(s), suíte, 2 vagas, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000157
1500000000158;GO;GOIANIA;JARDIM AMERICA;Rua C-160, N. SN, LT 67, QD 64;350.000,00;440.000,00;20.45;Terreno, 380.00 de área do terreno, comercial, de esquina.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000158
1500000000159;GO;ANAPOLIS;VILA FABRIL;Rua Quarenta, N. 10, CS 68, LT 65;180.000,00;220.000,00;18.18;Casa, 85.00 de área privativa, 160.00 de área do terreno, 2 qto(s), murada e gradeada.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000159
1500000000160;GO;RIO VERDE;SETOR PRIMAVERA;Rua das Rosas, N. SN, Apto 1102, RES. PRIMAVERA;230.000,00;280.000,00;17.86;Apartamento, 65.00 de área privativa, 2 qto(s), suíte, varanda.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000160
1500000000161;GO;APARECIDA DE GOIANIA;SETOR MORADA DOS PAINÉIS;Rua X-7, N. 50, CS 69, LT 66;200.000,00;250.000,00;20.00;Casa, 90.00 de área privativa, 180.00 de área do terreno, 3 qto(s), bom acabamento.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000161
1500000000162;GO;GOIANIA;SETOR BUENO;Rua T-44, N. SN, Apto 2804, ED. CLASS;600.000,00;750.000,00;20.00;Apartamento, 95.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000162
1500000000163;GO;LUZIANIA;JARDIM AMERICA;Rua Z, N. 20, LT 70, QD 67;120.000,00;150.000,00;20.00;Lote, 200.00 de área do terreno, com estrutura de fundação.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000163
1500000000164;GO;GOIANIA;SETOR AEROPORTO;Rua 7, N. 10, Apto 1602, RES. RIO DE JANEIRO;330.000,00;410.000,00;19.51;Apartamento, 72.00 de área privativa, 2 qto(s), suíte, reformado.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000164
